transaction_id,timestamp,phone_hash,bank,account_id,transaction_type,amount,direction,beneficiary_merchant,atm_id,city,channel,fraud_label
TXN-0008833,2024-04-28 20:16:12,d7965f2a5547e963,Yes,AC-191107,NET_BANKING,116889.56,debit,Flipkart,,Chennai,online,no
TXN-0008834,2023-02-07 14:24:29,a7c309b669f82704,SBI,AC-931957,RTGS,163774.47,credit,Swiggy,,Indore,online,no
TXN-0008835,2019-12-05 04:26:06,7614ef0c6b70436e,PNB,AC-804814,NET_BANKING,166667.56,debit,Croma,,Coimbatore,online,no
TXN-0008836,2021-07-06 20:56:47,4e055213be060c6e,Kotak,AC-785106,ATM_WITHDRAWAL,5000,debit,,ATM-00711,Bengaluru,ATM,no
TXN-0008837,2023-10-19 04:11:16,aabf3c937e6bdb92,SBI,AC-536848,POS,62180.49,debit,Reliance Digital,,Indore,POS,no
TXN-0008838,2022-07-01 02:39:23,79bb74d708fc4910,Union,AC-434737,ATM_WITHDRAWAL,10000,debit,,ATM-01420,Ahmedabad,ATM,no
TXN-0008839,2020-11-15 06:59:37,3fc3933a65105a2d,Union,AC-365575,UPI,18968.06,credit,Razorpay,,Kolkata,online,no
TXN-0008840,2024-06-02 04:45:03,1b7412e9454ba3bd,Union,AC-479983,NEFT,166229.57,debit,Myntra,,Chennai,online,no
TXN-0008841,2021-10-26 12:51:55,d3ea70e8f22c1433,Kotak,AC-311934,RTGS,112202.78,credit,Flipkart,,Madurai,online,no
TXN-0008842,2022-11-03 19:20:25,9bafc7f533e7ed68,SBI,AC-164382,POS,59561.97,credit,Flipkart,,Coimbatore,POS,no
TXN-0008843,2021-07-19 23:26:18,b9d148740f6a1fab,Kotak,AC-839223,CASH_DEPOSIT,91844.5,debit,,,Ahmedabad,online,no
TXN-0008844,2024-07-03 14:51:42,7ba6500cf81a9f09,Kotak,AC-604538,RTGS,96473.37,debit,Zomato,,Lucknow,online,no
TXN-0008845,2021-01-20 02:28:53,1b205ff2cfcc2979,Kotak,AC-232792,NEFT,41943.0,debit,Netflix,,Coimbatore,online,no
TXN-0008846,2020-03-07 21:02:40,f10c2f7afa3f2c10,Union,AC-338666,POS,152849.15,credit,Spotify,,Mumbai,POS,no
TXN-0008847,2022-12-18 19:36:15,fa50f88a08c42d7f,HDFC,AC-683406,NET_BANKING,9526.32,debit,Zomato,,Jaipur,online,no
TXN-0008848,2022-02-27 14:20:31,e0c9baf65ab65530,ICICI,AC-786327,NET_BANKING,8253.23,debit,Spotify,,Jaipur,online,no
TXN-0008849,2023-01-15 13:23:41,ef71c447365b8bb7,HDFC,AC-515767,UPI,136196.79,credit,Reliance Digital,,Surat,online,no
TXN-0008850,2023-12-16 20:16:42,fe13579234aec0eb,BOB,AC-574459,POS,41729.03,credit,Zomato,,Chennai,POS,no
TXN-0008851,2023-04-24 12:15:29,5372f04240fce64b,Union,AC-773707,RTGS,16709.24,credit,Amazon,,Pune,online,no
TXN-0008852,2020-02-03 00:35:26,9eae249e217321ef,Union,AC-470438,NEFT,180918.97,debit,Swiggy,,Delhi,online,no
TXN-0008853,2020-11-26 21:00:38,598eabe6b80b937f,BOB,AC-844210,ATM_WITHDRAWAL,15000,debit,,ATM-00778,Patna,ATM,no
TXN-0008854,2022-07-15 03:17:59,88f3cab29287fccc,Yes,AC-779707,RTGS,40232.56,debit,Razorpay,,Mumbai,online,no
TXN-0008855,2024-07-27 05:13:36,afc2aea402a6a25d,Union,AC-463677,RTGS,93408.67,debit,DMart,,Mumbai,online,no
TXN-0008856,2024-04-24 22:10:04,cfa5e5b05cdda7e0,SBI,AC-466057,NEFT,141589.51,debit,BigBasket,,Surat,online,no
TXN-0008857,2023-11-29 01:29:22,dd97a164ee120309,SBI,AC-728442,RTGS,7016.41,credit,Flipkart,,Coimbatore,online,no
TXN-0008858,2019-02-16 09:04:55,0b2d95e79e7f9ae9,Canara,AC-901100,IMPS,51698.72,debit,Netflix,,Madurai,online,no
TXN-0008859,2021-10-29 07:44:14,52b23d100cb233b0,BOB,AC-624777,RTGS,47120.38,credit,Razorpay,,Surat,online,no
TXN-0008860,2020-01-23 10:30:55,e4f8988fb9a63f19,Axis,AC-721271,POS,1269.39,debit,Croma,,Madurai,POS,no
TXN-0008861,2024-12-01 11:59:56,652f52a50291cade,SBI,AC-935967,CASH_DEPOSIT,26585.05,debit,,,Indore,online,no
TXN-0008862,2024-07-07 22:45:56,aae5a7ee741f7c9f,Union,AC-700347,UPI,170865.77,credit,BigBasket,,Mumbai,online,no
TXN-0008863,2020-11-03 08:01:36,2b1c887555a1f632,Yes,AC-480071,IMPS,154836.67,debit,Flipkart,,Kolkata,online,no
TXN-0008864,2020-02-20 23:03:37,e926c8e8bfdeefd9,SBI,AC-688136,CASH_DEPOSIT,180076.89,credit,,,Hyderabad,online,no
TXN-0008865,2023-05-07 09:06:31,3ce909cd578e3f62,Union,AC-267830,CASH_DEPOSIT,95176.15,debit,,,Surat,online,no
TXN-0008866,2019-12-03 17:04:02,23c1332fb19c3349,Axis,AC-321343,CASH_DEPOSIT,134618.38,debit,,,Chennai,online,no
TXN-0008867,2021-03-28 13:09:25,d6c285069a1b5077,PNB,AC-190252,NET_BANKING,41372.33,debit,Reliance Digital,,Jaipur,online,no
TXN-0008868,2021-10-26 19:42:11,1b4e4ff28d1f7738,Union,AC-243942,IMPS,86743.0,credit,Reliance Digital,,Kolkata,online,no
TXN-0008869,2020-06-21 01:44:16,6d49644bacbfbacc,Union,AC-816779,IMPS,139286.05,credit,Flipkart,,Bengaluru,online,no
TXN-0008870,2023-03-06 04:52:32,6abdffea38cd5057,Axis,AC-840722,POS,147736.18,debit,DMart,,Jaipur,POS,no
TXN-0008871,2022-12-10 10:26:46,75382257c29f156e,BOB,AC-739389,IMPS,82835.34,credit,BigBasket,,Lucknow,online,no
TXN-0008872,2019-06-29 07:15:24,445ddca1cbdd7c3b,HDFC,AC-411209,RTGS,180529.22,credit,GooglePay,,Indore,online,no
TXN-0008873,2024-06-06 07:53:26,0304968906ae84e2,Yes,AC-516925,POS,89349.44,credit,Flipkart,,Chennai,POS,no
TXN-0008874,2021-07-29 22:07:31,1aeab105b8cb6985,PNB,AC-769341,CASH_DEPOSIT,168972.17,credit,,,Chennai,online,no
TXN-0008875,2020-02-04 19:52:06,dc0ea2ca8ef1315e,HDFC,AC-401996,ATM_WITHDRAWAL,1000,debit,,ATM-00452,Surat,ATM,no
TXN-0008876,2019-09-06 23:00:01,9df14facf0560943,Canara,AC-896577,IMPS,34732.16,credit,Spotify,,Delhi,online,no
TXN-0008877,2020-05-18 22:43:17,af2f60bc7560ccf1,ICICI,AC-137220,NET_BANKING,173465.32,credit,Razorpay,,Pune,online,no
TXN-0008878,2019-12-14 10:26:19,a5cf84041dbe479d,Kotak,AC-299361,POS,141714.18,debit,Spotify,,Jaipur,POS,no
TXN-0008879,2019-09-13 14:14:49,57715535434334e6,BOB,AC-484299,UPI,177964.06,debit,Reliance Digital,,Lucknow,online,no
TXN-0008880,2021-09-16 17:47:20,0ea781055d542c01,Canara,AC-539739,NET_BANKING,44828.39,debit,Amazon,,Madurai,online,no
TXN-0008881,2019-09-11 12:15:50,68e10f2090dd13d0,BOB,AC-109809,NET_BANKING,93054.52,debit,Myntra,,Jaipur,online,no
TXN-0008882,2019-09-16 03:23:51,8f9551da58cdee1d,HDFC,AC-990114,POS,185794.0,credit,Netflix,,Patna,POS,no
TXN-0008883,2024-11-06 16:19:05,186bcea428f2fd52,HDFC,AC-208616,RTGS,71534.44,debit,Amazon,,Chennai,online,no
TXN-0008884,2022-04-04 16:38:14,a3828b8edd98be72,PNB,AC-150569,UPI,117677.83,debit,PhonePe,,Surat,online,no
TXN-0008885,2021-08-31 04:27:48,a2f4df3eb0eaee73,ICICI,AC-647386,IMPS,24668.12,debit,Zomato,,Lucknow,online,no
TXN-0008886,2021-04-28 02:57:31,576b4c7cf8d932dd,HDFC,AC-398183,IMPS,5338.44,debit,PhonePe,,Hyderabad,online,no
TXN-0008887,2024-12-04 00:46:46,c8bf2d51d889d8a9,BOB,AC-672756,POS,189272.77,credit,Croma,,Mumbai,POS,no
TXN-0008888,2021-04-04 20:53:33,46ccf0f3752af87f,PNB,AC-305851,IMPS,174733.9,debit,Zomato,,Bengaluru,online,no
TXN-0008889,2021-06-04 04:56:52,d169fad0356b8065,HDFC,AC-965776,POS,98386.32,credit,Flipkart,,Pune,POS,no
TXN-0008890,2024-04-28 16:52:53,643777162e1d569b,ICICI,AC-524860,NET_BANKING,62600.46,debit,Myntra,,Lucknow,online,no
TXN-0008891,2021-09-30 23:12:46,fa8c0e736d0f2b04,ICICI,AC-657581,POS,112332.17,credit,PhonePe,,Coimbatore,POS,no
TXN-0008892,2022-10-31 14:14:08,5d92703616d59223,SBI,AC-351107,POS,188931.97,debit,Flipkart,,Mumbai,POS,no
TXN-0008893,2022-04-08 05:43:16,739271896953a090,Yes,AC-406881,CASH_DEPOSIT,105890.63,debit,,,Mumbai,online,no
TXN-0008894,2019-10-23 00:21:11,08920853730ab347,Kotak,AC-222596,RTGS,205424.37,debit,Zomato,,Delhi,online,yes
TXN-0008895,2024-10-13 21:11:39,36fb51a3a6eb29b5,Yes,AC-956534,CASH_DEPOSIT,65631.54,debit,,,Kolkata,online,no
TXN-0008896,2023-09-26 01:24:32,fc44df16490a4bac,Canara,AC-102887,UPI,156113.44,credit,Amazon,,Hyderabad,online,no
TXN-0008897,2022-09-24 13:38:58,76e1692fa691f3fa,BOB,AC-511170,NET_BANKING,196099.0,credit,Zomato,,Delhi,online,no
TXN-0008898,2021-02-23 06:07:06,285b5e50c738d4c4,HDFC,AC-954840,CASH_DEPOSIT,1641.88,credit,,,Jaipur,online,no
TXN-0008899,2024-02-24 02:56:21,f5a81b98476f941e,BOB,AC-226297,NEFT,17297.76,credit,GooglePay,,Chennai,online,no
TXN-0008900,2019-11-24 13:26:39,89117457cec04365,Kotak,AC-370497,NEFT,144142.94,credit,PhonePe,,Lucknow,online,no
TXN-0008901,2022-11-23 02:57:53,c23f641b72e3a5c4,BOB,AC-373907,NET_BANKING,6677.28,debit,Myntra,,Coimbatore,online,no
TXN-0008902,2020-02-16 08:28:51,d76f233d98182a1c,Kotak,AC-327613,NEFT,19777.67,debit,Reliance Digital,,Madurai,online,no
TXN-0008903,2019-10-16 14:34:30,357a8f44821936ad,SBI,AC-828682,RTGS,96267.47,credit,Razorpay,,Pune,online,no
TXN-0008904,2019-08-23 19:06:47,345b99053eca517a,Yes,AC-627222,IMPS,82292.74,debit,Reliance Digital,,Kolkata,online,no
TXN-0008905,2024-07-26 04:04:56,6dcdbd9fe7f10c82,Canara,AC-143132,NEFT,153130.49,debit,GooglePay,,Patna,online,no
TXN-0008906,2024-12-09 05:30:19,b7809a398a0fbcdb,Union,AC-543524,NEFT,121534.5,debit,Zomato,,Patna,online,no
TXN-0008907,2024-05-24 05:39:04,d0f141eccff2fd7e,Canara,AC-897747,IMPS,188986.06,credit,Spotify,,Delhi,online,no
TXN-0008908,2024-12-05 04:25:33,eb2154fb565a5251,Canara,AC-839979,IMPS,3502.64,credit,Flipkart,,Indore,online,no
TXN-0008909,2022-09-17 10:31:47,96b522d01a677e40,Union,AC-895869,CASH_DEPOSIT,151743.38,debit,,,Indore,online,no
TXN-0008910,2020-11-08 23:21:52,5542b07de173ebd6,Canara,AC-869199,CASH_DEPOSIT,106684.34,credit,,,Indore,online,no
TXN-0008911,2021-01-26 17:33:25,954e4383516f32db,Axis,AC-409414,NET_BANKING,33559.86,credit,Zomato,,Chennai,online,no
TXN-0008912,2021-07-07 06:40:38,9631c834d9858fd5,Canara,AC-819477,CASH_DEPOSIT,155877.38,credit,,,Coimbatore,online,no
TXN-0008913,2024-03-28 08:59:17,61b4b82cfd6e7eb3,SBI,AC-605373,POS,181468.27,credit,Swiggy,,Hyderabad,POS,no
TXN-0008914,2021-12-23 11:22:16,cdcdd9acd22024cb,HDFC,AC-546168,IMPS,183006.64,debit,Swiggy,,Patna,online,no
TXN-0008915,2021-11-19 02:44:57,34c4ec34e45ca0d2,Kotak,AC-808328,RTGS,182148.56,debit,Paytm,,Coimbatore,online,no
TXN-0008916,2024-12-28 11:41:15,d9d70d16df6ce8e9,Yes,AC-894051,IMPS,108422.56,debit,Swiggy,,Delhi,online,no
TXN-0008917,2024-11-08 19:11:02,321174410d3976fb,Union,AC-910226,UPI,11372.58,debit,Paytm,,Pune,online,no
TXN-0008918,2023-05-11 18:45:15,3653cdb4f18301d4,SBI,AC-308693,ATM_WITHDRAWAL,5000,debit,,ATM-00998,Bengaluru,ATM,no
TXN-0008919,2020-02-02 03:15:32,2997a812e2fd5c84,Union,AC-734992,UPI,65508.91,credit,Amazon,,Ahmedabad,online,no
TXN-0008920,2021-08-25 15:25:11,c6683f095085957f,BOB,AC-754048,RTGS,151081.6,debit,Razorpay,,Pune,online,no
TXN-0008921,2023-11-19 04:42:44,a672ac9df503878a,Axis,AC-859414,NET_BANKING,68136.61,debit,Croma,,Hyderabad,online,no
TXN-0008922,2022-02-09 08:41:18,f955efb24a69dc81,HDFC,AC-867599,CASH_DEPOSIT,100660.01,credit,,,Kolkata,online,no
TXN-0008923,2023-07-20 18:50:53,442b90a187ba1063,PNB,AC-733574,RTGS,106619.1,credit,Croma,,Ahmedabad,online,no
TXN-0008924,2020-02-14 03:21:35,26927781ea7ef8d3,Yes,AC-515129,UPI,87524.03,debit,Zomato,,Jaipur,online,no
TXN-0008925,2022-01-04 17:53:18,49ae621593649fe3,SBI,AC-993105,RTGS,8287.74,debit,DMart,,Delhi,online,no
TXN-0008926,2023-07-25 20:45:34,83fb4f7efafecb80,Yes,AC-685059,RTGS,112035.19,credit,Reliance Digital,,Coimbatore,online,no
TXN-0008927,2020-02-15 06:48:27,f240ac84238ac941,PNB,AC-677348,POS,107558.18,debit,Flipkart,,Madurai,POS,no
TXN-0008928,2019-10-09 17:11:01,40c849d5a82e10b9,HDFC,AC-363794,ATM_WITHDRAWAL,500,debit,,ATM-01675,Madurai,ATM,no
TXN-0008929,2024-09-20 06:17:45,e9969c0851befbdf,HDFC,AC-134141,CASH_DEPOSIT,192882.08,credit,,,Ahmedabad,online,no
TXN-0008930,2020-08-12 09:18:57,0590ac96137dd7ad,PNB,AC-897175,POS,47354.3,credit,Netflix,,Pune,POS,no
TXN-0008931,2021-10-29 02:54:01,1caacdb18fc025d4,Yes,AC-920091,CASH_DEPOSIT,111314.6,debit,,,Mumbai,online,no
TXN-0008932,2020-11-08 05:16:29,602f160acd1e7695,Canara,AC-382055,RTGS,28463.67,credit,Zomato,,Hyderabad,online,no
TXN-0008933,2022-12-07 16:42:18,b1f5119458f8397e,Canara,AC-198881,ATM_WITHDRAWAL,3000,debit,,ATM-01622,Chennai,ATM,no
TXN-0008934,2022-01-30 05:26:32,cf48c48de12a203b,Yes,AC-957086,CASH_DEPOSIT,94137.0,debit,,,Pune,online,no
TXN-0008935,2019-05-29 19:11:21,c0cba511e8b97a95,Canara,AC-499600,IMPS,51817.78,credit,GooglePay,,Indore,online,no
TXN-0008936,2019-03-27 02:48:33,c4e43f79e192687c,Kotak,AC-358790,IMPS,191462.0,credit,PhonePe,,Surat,online,no
TXN-0008937,2020-06-09 07:59:24,a7e49e3a40f76243,Canara,AC-552271,IMPS,60056.49,debit,PhonePe,,Kolkata,online,no
TXN-0008938,2023-02-05 12:11:49,e250e99bf4a98bc4,HDFC,AC-151911,IMPS,113099.74,debit,DMart,,Jaipur,online,no
TXN-0008939,2024-10-13 01:30:50,2cce951597479729,Kotak,AC-281856,UPI,134922.41,debit,Paytm,,Indore,online,no
TXN-0008940,2019-03-13 15:01:07,6b558fea414cd19a,Kotak,AC-655767,UPI,33273.89,debit,Reliance Digital,,Indore,online,no
TXN-0008941,2019-06-11 02:14:41,115cd366d0b28a97,Union,AC-175254,CASH_DEPOSIT,115435.72,debit,,,Chennai,online,no
TXN-0008942,2021-07-01 13:50:42,26bc99b5a2909578,Union,AC-973209,RTGS,3943.13,debit,Swiggy,,Jaipur,online,no
TXN-0008943,2021-10-24 17:26:05,d8243666b51d5f5a,Union,AC-633896,UPI,188990.72,debit,BigBasket,,Chennai,online,no
TXN-0008944,2024-10-09 16:01:26,7fa7f232e9967ba4,ICICI,AC-577074,ATM_WITHDRAWAL,2000,debit,,ATM-01369,Chennai,ATM,no
TXN-0008945,2024-02-06 23:41:24,dd02bd845e425c6e,BOB,AC-231075,RTGS,98829.69,debit,Reliance Digital,,Delhi,online,no
TXN-0008946,2019-05-09 04:53:12,d35fc78bfe2b6da0,Axis,AC-830020,POS,166608.36,debit,DMart,,Pune,POS,no
TXN-0008947,2021-06-18 14:20:13,d5b94710aec8e4e3,SBI,AC-566276,NET_BANKING,120660.51,credit,Netflix,,Bengaluru,online,no
TXN-0008948,2020-05-17 08:23:50,5f22ae3689a3e58e,PNB,AC-692769,CASH_DEPOSIT,107980.46,debit,,,Surat,online,no
TXN-0008949,2019-12-20 07:27:08,3879ec16fbc83ac8,Yes,AC-675555,RTGS,24739.53,debit,BigBasket,,Coimbatore,online,no
TXN-0008950,2020-05-06 17:07:04,f2c7ddbf2235a89c,HDFC,AC-779572,RTGS,70769.61,credit,BigBasket,,Madurai,online,no
TXN-0008951,2022-10-27 23:24:47,d3c4b44b0a033946,ICICI,AC-900610,IMPS,76627.63,credit,Zomato,,Madurai,online,no
TXN-0008952,2022-10-23 23:02:27,739271896953a090,PNB,AC-258349,UPI,183772.09,debit,Spotify,,Lucknow,online,no
TXN-0008953,2023-10-28 10:28:14,60ecb947ec5b6b65,Union,AC-490800,NET_BANKING,138753.32,credit,Swiggy,,Bengaluru,online,no
TXN-0008954,2020-03-22 01:19:02,8659e491ac4980ff,HDFC,AC-561448,ATM_WITHDRAWAL,25000,debit,,ATM-00033,Kolkata,ATM,no
TXN-0008955,2019-08-22 12:44:26,a3828b8edd98be72,PNB,AC-337984,IMPS,92440.73,credit,Croma,,Mumbai,online,no
TXN-0008956,2020-05-27 22:38:46,a62087049daecdc3,Union,AC-109324,CASH_DEPOSIT,18663.53,debit,,,Surat,online,no
TXN-0008957,2019-04-28 10:23:21,860b68248db0a54c,Canara,AC-344419,ATM_WITHDRAWAL,5000,debit,,ATM-01196,Madurai,ATM,no
TXN-0008958,2024-07-02 18:13:32,3ba0188da1a14f4d,HDFC,AC-362366,CASH_DEPOSIT,24702.09,debit,,,Indore,online,no
TXN-0008959,2023-09-22 22:10:40,598549bb7d8bcb84,BOB,AC-641592,NET_BANKING,128284.98,debit,Zomato,,Patna,online,no
TXN-0008960,2021-08-30 22:08:09,e507607969ce1784,SBI,AC-755451,ATM_WITHDRAWAL,2000,debit,,ATM-01347,Chennai,ATM,no
TXN-0008961,2019-05-24 03:27:57,5fd506803877cd37,Kotak,AC-509513,CASH_DEPOSIT,162486.87,credit,,,Indore,online,no
TXN-0008962,2019-03-12 18:15:36,2ecb062a8c435503,ICICI,AC-373357,NET_BANKING,126710.48,debit,Croma,,Kolkata,online,no
TXN-0008963,2021-12-29 17:56:08,d7ebe88163d7832a,Union,AC-241384,CASH_DEPOSIT,198545.76,credit,,,Ahmedabad,online,no
TXN-0008964,2022-10-12 01:05:28,dccb13c181ce8af6,Axis,AC-560033,ATM_WITHDRAWAL,10000,debit,,ATM-00502,Ahmedabad,ATM,no
TXN-0008965,2019-09-29 19:31:43,78caf5d535a2669f,Axis,AC-591393,IMPS,90190.2,credit,Amazon,,Lucknow,online,no
TXN-0008966,2020-02-21 02:47:45,c48e69b3296888ea,Union,AC-647897,POS,197747.97,debit,Razorpay,,Delhi,POS,no
TXN-0008967,2019-11-07 20:51:15,7ae878056af7263f,PNB,AC-134201,RTGS,116310.92,debit,Myntra,,Ahmedabad,online,no
TXN-0008968,2020-09-22 01:13:42,3a46934ba9e13302,Yes,AC-756241,NEFT,158120.64,debit,Zomato,,Ahmedabad,online,no
TXN-0008969,2023-07-18 04:19:10,007bb64be1968272,HDFC,AC-751458,RTGS,5189.25,debit,Reliance Digital,,Mumbai,online,no
TXN-0008970,2021-07-15 18:11:14,7667ca9307a7a0b6,SBI,AC-124208,NET_BANKING,50115.38,debit,Flipkart,,Chennai,online,no
TXN-0008971,2021-09-11 13:30:08,cc07f57a152f936b,Axis,AC-528866,NET_BANKING,70098.59,debit,Razorpay,,Coimbatore,online,no
TXN-0008972,2020-11-22 01:16:01,0b3e7c2250fe3fd1,PNB,AC-711844,CASH_DEPOSIT,68526.68,credit,,,Lucknow,online,no
TXN-0008973,2019-11-29 15:41:54,28eb6d8f650db573,Canara,AC-254779,ATM_WITHDRAWAL,15000,debit,,ATM-00897,Jaipur,ATM,no
TXN-0008974,2022-06-24 09:44:20,d6c285069a1b5077,HDFC,AC-845780,POS,117590.19,debit,Netflix,,Bengaluru,POS,no
TXN-0008975,2021-04-06 14:01:08,7ae878056af7263f,PNB,AC-694012,IMPS,40361.62,debit,Flipkart,,Patna,online,no
TXN-0008976,2022-04-03 05:50:15,49233b0b31d5509a,Union,AC-282988,NEFT,144549.79,debit,Netflix,,Madurai,online,no
TXN-0008977,2022-07-03 15:48:59,6e59b1b09bad94d7,BOB,AC-799710,UPI,179107.16,credit,GooglePay,,Kolkata,online,no
TXN-0008978,2022-04-24 09:22:30,47d6f8016806cc80,Axis,AC-103537,ATM_WITHDRAWAL,1000,debit,,ATM-00451,Hyderabad,ATM,no
TXN-0008979,2020-04-11 19:44:41,24b4fc14c61a023b,Canara,AC-200007,NET_BANKING,59418.57,debit,Razorpay,,Hyderabad,online,no
TXN-0008980,2022-03-14 22:11:24,0ea74007bc7f55b1,HDFC,AC-809998,NET_BANKING,189546.74,debit,DMart,,Surat,online,no
TXN-0008981,2023-09-20 01:04:31,c64e5e8d17788c86,Kotak,AC-576362,IMPS,27825.1,debit,Croma,,Jaipur,online,no
TXN-0008982,2019-03-21 10:47:08,53405bae690b8311,BOB,AC-282196,POS,131584.86,debit,Zomato,,Chennai,POS,no
TXN-0008983,2020-12-18 03:06:00,a30d32b9462edaa5,ICICI,AC-128822,NET_BANKING,149187.62,credit,Netflix,,Chennai,online,no
TXN-0008984,2024-01-12 14:25:59,d1105fef0386732f,SBI,AC-260955,CASH_DEPOSIT,174478.22,credit,,,Ahmedabad,online,no
TXN-0008985,2020-05-11 19:34:50,df2964b010ba82db,ICICI,AC-205036,NEFT,168401.46,debit,Spotify,,Surat,online,no
TXN-0008986,2023-04-17 07:43:11,e29017bdb3f6f537,BOB,AC-912107,NEFT,106370.7,debit,Paytm,,Lucknow,online,no
TXN-0008987,2020-11-09 18:16:18,e29f6d93ffedd83a,Yes,AC-372597,UPI,41226.67,debit,PhonePe,,Ahmedabad,online,no
TXN-0008988,2023-06-20 19:18:26,bee943b24578f218,Yes,AC-786928,CASH_DEPOSIT,17156.88,debit,,,Pune,online,no
TXN-0008989,2022-04-09 08:20:59,1f72269105214ba1,HDFC,AC-620686,POS,89885.6,debit,Amazon,,Indore,POS,no
TXN-0008990,2022-04-12 18:59:08,8b673e3e5f483e99,ICICI,AC-700255,CASH_DEPOSIT,149411.4,credit,,,Surat,online,no
TXN-0008991,2021-12-15 01:39:25,4c0f230a3e2d0d40,Axis,AC-364348,IMPS,129559.43,credit,Swiggy,,Pune,online,no
TXN-0008992,2023-01-31 20:41:12,589f8b19b548eeed,ICICI,AC-184031,RTGS,61854.35,debit,Swiggy,,Ahmedabad,online,no
TXN-0008993,2020-06-20 18:50:10,f11f3c93e2aa47e4,Axis,AC-924478,RTGS,190686.6,credit,PhonePe,,Surat,online,no
TXN-0008994,2024-12-20 10:15:16,111033f99b6abc65,SBI,AC-519237,RTGS,97055.04,credit,PhonePe,,Coimbatore,online,no
TXN-0008995,2023-08-08 06:03:47,865a11365d08b22a,Axis,AC-475816,IMPS,199217.28,debit,Spotify,,Patna,online,no
TXN-0008996,2021-08-17 13:08:10,906ce810b5865997,Axis,AC-211191,CASH_DEPOSIT,193732.99,credit,,,Jaipur,online,no
TXN-0008997,2023-11-04 07:51:23,2510bda3f5591e2d,PNB,AC-863501,NET_BANKING,7384.01,credit,Swiggy,,Bengaluru,online,no
TXN-0008998,2019-08-30 20:53:24,0871583eac0d1982,SBI,AC-837188,UPI,69016.55,debit,Amazon,,Chennai,online,no
TXN-0008999,2020-03-31 17:10:16,090493306aebee0e,HDFC,AC-975349,NEFT,119958.22,credit,Spotify,,Kolkata,online,no
TXN-0009000,2021-11-30 20:19:09,f976ddcd0b766799,ICICI,AC-281222,CASH_DEPOSIT,69742.32,debit,,,Indore,online,no
TXN-0009001,2020-06-26 05:46:58,c2812197f08ca256,HDFC,AC-338469,CASH_DEPOSIT,71195.71,debit,,,Madurai,online,no
TXN-0009002,2022-03-22 01:05:59,7317b4edbb4bb5b2,BOB,AC-795217,ATM_WITHDRAWAL,500,debit,,ATM-01490,Coimbatore,ATM,no
TXN-0009003,2024-07-09 22:33:35,462d7db4a46d02f2,SBI,AC-445839,NET_BANKING,45497.22,credit,Razorpay,,Mumbai,online,no
TXN-0009004,2019-07-25 09:02:36,031effd7aaa4fe40,Canara,AC-557835,IMPS,147236.89,credit,Myntra,,Bengaluru,online,no
TXN-0009005,2021-12-31 22:21:01,9c2d9d09aa408dda,Canara,AC-360465,IMPS,81951.12,debit,PhonePe,,Mumbai,online,no
TXN-0009006,2020-05-30 04:53:45,eaf5e65cb68b07ce,PNB,AC-376429,POS,151658.41,debit,Myntra,,Indore,POS,no
TXN-0009007,2022-06-26 06:17:25,ce44068a3eb8d337,Yes,AC-522622,CASH_DEPOSIT,20777.19,credit,,,Surat,online,no
TXN-0009008,2019-05-12 02:59:55,468ffa34fc4dadcf,Union,AC-894143,CASH_DEPOSIT,94999.05,credit,,,Bengaluru,online,no
TXN-0009009,2019-09-10 14:09:31,1a13eb0168833e93,BOB,AC-166482,RTGS,167314.34,debit,DMart,,Delhi,online,no
TXN-0009010,2024-08-18 19:38:43,8b4feee13f89eab6,Kotak,AC-177321,NEFT,123729.09,debit,Myntra,,Bengaluru,online,no
TXN-0009011,2021-08-10 05:16:33,1756c28ce4cffdcd,Kotak,AC-832474,IMPS,131457.5,credit,DMart,,Jaipur,online,no
TXN-0009012,2022-01-10 17:56:54,28eb6d8f650db573,HDFC,AC-413215,ATM_WITHDRAWAL,1000,debit,,ATM-00627,Surat,ATM,no
TXN-0009013,2024-09-27 15:31:19,6f26056080541b17,HDFC,AC-755993,IMPS,122383.07,debit,Swiggy,,Lucknow,online,no
TXN-0009014,2022-12-25 12:08:54,c135a35fc396750a,PNB,AC-255646,UPI,61429.96,credit,BigBasket,,Hyderabad,online,no
TXN-0009015,2024-11-03 13:39:07,6007c6e5339eb3e0,SBI,AC-889490,POS,149467.33,debit,BigBasket,,Kolkata,POS,no
TXN-0009016,2023-04-27 08:51:37,6a19bd2470462eae,BOB,AC-489741,RTGS,45198.19,debit,Flipkart,,Pune,online,no
TXN-0009017,2019-02-16 01:19:08,aefad4b0f717ec5e,HDFC,AC-128239,RTGS,43559.29,debit,Spotify,,Lucknow,online,no
TXN-0009018,2023-10-13 05:03:06,2cabc5d95d600dc8,Axis,AC-173066,ATM_WITHDRAWAL,1000,debit,,ATM-00533,Mumbai,ATM,no
TXN-0009019,2023-03-28 00:25:06,ddfd18aefae02c53,Yes,AC-535916,CASH_DEPOSIT,35754.66,debit,,,Mumbai,online,no
TXN-0009020,2022-10-21 21:28:21,8b673e3e5f483e99,ICICI,AC-543591,NEFT,174134.0,credit,GooglePay,,Mumbai,online,no
TXN-0009021,2019-01-31 22:52:54,c8b2647827629a71,SBI,AC-648563,RTGS,159115.18,credit,Razorpay,,Surat,online,no
TXN-0009022,2023-03-16 02:08:19,dd0ce4e888ab33d1,ICICI,AC-675773,UPI,127611.74,debit,Flipkart,,Patna,online,no
